label,messages,length
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",152
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",89
ham,Oh k. . I will come tomorrow,28
ham,I'll probably be by tomorrow (or even later tonight if something's going on),76
ham,Already am squatting is the new way of walking,46
ham,K.i will send in  &lt;#&gt;  min:),34
ham,I cant pick the phone right now. Pls send a message,51
ham,Its sarcasm.. .nt scarcasim,27
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,135
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",157
ham,So that means you still think of teju,37
ham,"Sorry, I'll call later",22
ham,Not to worry. I'm sure you'll get it.,37
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,58
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,87
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,87
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",85
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",127
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,138
ham,Hmmm.but you should give it on one day..,40
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,58
ham,Okay but i thought you were the expert,38
ham,yay! finally lol. i missed our cinema trip last week :-(,56
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,161
ham,"Why is that, princess? I bet the brothas are all chasing you!",61
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",132
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,141
ham,Sorry * was at the grocers.,27
ham,Prabha..i'm soryda..realy..frm heart i'm sory,45
ham,Ok...,5
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,129
ham,Dont gimme that lip caveboy,27
ham,Umma. Did she say anything,26
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",138
ham,I accidentally deleted the message. Resend please.,50
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,156
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",143
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,54
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,88
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",63
ham,U attend ur driving lesson how many times a wk n which day?,59
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,84
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",128
ham,Thanks for understanding. I've been trying to tell sura that.,61
ham,"I call you later, don't have network. If urgnt, sms me.",55
ham,Mmmm.... I cant wait to lick it!,32
ham,Any pain on urination any thing else?,37
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,123
ham,Me fine..absolutly fine,23
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,85
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",152
ham,Good morning pookie pie! Lol hope I didn't wake u up,52
ham,have you ever had one foot before?,34
ham,Oh... Kay... On sat right?,26
ham,My uncles in Atlanta. Wish you guys a great semester.,53
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",79
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,83
ham,How are you holding up?,23
ham,I can't make it tonight,23
ham,Erm. I thought the contract ran out the4th of october.,54
ham,I love to wine and dine my lady!,32
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,54
ham,"I'll get there at 3, unless you guys want me to come some time sooner",69
ham,Wat time ü wan today?,21
ham,Oh ok no prob..,15
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",163
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,81
ham,Alright took the morphine. Back in yo.,38
ham,I'm in class. Will holla later,30
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,114
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,35
ham,We have all rounder:)so not required:),38
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,74
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,121
ham,Is that seriously how you spell his name?,41
ham,K still are you loving me.,26
ham,Lol! Oops sorry! Have fun. ,27
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",106
ham,:-( sad puppy noise,19
ham,What's the significance?,24
ham,How r ü going to send it to me?,31
ham,What * u wearing?,17
ham,Are you at work right now ?,27
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",77
ham,Tiwary to rcb.battle between bang and kochi.,44
ham,Mum not going robinson already.,31
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,143
ham,"Probably not, still going over some stuff here",46
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,152
ham,"Tee hee. Off to lecture, cheery bye bye.",40
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,86
ham,"(No promises on when though, haven't even gotten dinner yet)",60
ham,If I die I want u to have all my stuffs.,40
ham,Nice.nice.how is it working?,28
ham,First answer my question.,25
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,96
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,69
ham,Two teams waiting for some players,34
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",162
ham,"Sorry,in meeting I'll call later",32
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,94
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",160
ham,Sitting ard nothing to do lor. U leh busy w work?,49
ham,"Sorry, I'll call later",22
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",141
ham,Heehee that was so funny tho,28
ham,How abt making some of the pics bigger?,39
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,59
ham,Does daddy have a bb now.,25
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,101
ham,"Haha just kidding, papa needs drugs",35
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),127
ham,Then ü come n pick me at 530 ar?,32
ham,Tmr timin still da same wat cos i got lesson until 6...,55
ham,Hope you are feeling great. Pls fill me in. Abiola,50
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,75
ham,Good Morning plz call me sir,28
ham,"The table's occupied, I'm waiting by the tree",45
ham,You are not bothering me but you have to trust my answers. Pls.,63
ham,Thx. All will be well in a few months,37
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,98
ham,"Sorry, I'll call later",22
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,144
ham,At 7 we will go ok na.,22
ham,"Sure, I'll see if I can come by in a bit",40
ham,"Awesome, be there in a minute",29
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,88
ham,How's ur paper?,15
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,59
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",74
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",78
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",99
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?,67
ham,As in different styles?,23
ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,68
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",92
ham,Sen told that he is going to join his uncle finance in cbe,58
ham,U reach orchard already? U wan 2 go buy tickets first?,54
ham,"Nope. Since ayo travelled, he has forgotten his guy",51
ham,Thts god's gift for birds as humans hav some natural gift frm god..,67
ham,Ü collecting ur laptop then going to configure da settings izzit?,65
ham,K.k:)advance happy pongal.,26
ham,R u meeting da ge at nite tmr?,30
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,89
ham,R we still meeting 4 dinner tonight?,36
ham,Fine i miss you very much.,26
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,151
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",92
ham,Yes da. Any plm at ur office,28
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,160
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",71
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,99
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,131
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,64
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",161
ham,make that 3! 4 fucks sake?! x,29
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",458
